,Streaming_platform,Title,IMDb_id,First Review
38,HBO,Treme,1279972,"As a local who lived here during Katrina, I find this show particularly moving and powerful.There have been so many films, documentaries, novels, etc. about New Orleans, and most tend to sensationalize or to give non-locals what they want or expect to see. This is the most real portrait of the city I've seen, and it does justice to the spirit of the city. Living here is a strange experience because it feels like a small town: you run into the same people again and again; people are always eager to show newcomers where to eat or drink or listen to music; people are very friendly; people do tend to cringe when visitors never stray from Bourbon (even though Bourbon is fun); people do have a fierce loyalty to local bars, restaurants, etc. Simon really captures all of this in the show. I never saw The Wire, but I'm impressed with the style of giving snapshots of the city or characters to build portraits of the people and the atmosphere - particularly the second line parade, John Goodman's character reading the Tulane renewal plan (brought back some painful memories for me personally), the Mardi Gras Indian practice, the reaction of people walking into a house or bar for the first time since the storm and surveying the damage.My main concern for this show: I have no idea how non-New Orleanians will feel about it. So much of my enjoyment of the show is rooted in seeing people I know and finally seeing a director do justice to some of the most wonderful things about this city. But I'm not sure how I would feel if I weren't so emotionally invested in it."
39,HBO,Looking,2581458,"Some folks are complaining that the show seems ""too slow"" or ""is boring"". I disagree completely. I'm much more invested in the characters precisely BECAUSE it's not ""Hollywood slick"". The lines are utterly natural and real to me. Nothing seems ""forced"" or ""acted"". The sex-scenes are frank, but very tasteful and more is implied than ever shown, anyway. The humor is genuine and seems completely spontaneous. I really appreciate this more methodical approach. No, it doesn't represent every single facet of the gay community, but it isn't trying to either. Just the lives and loves of a few guys in San Francisco...that's all. It can't be everything to everyone...and shouldn't try. I love it so far. Hoping it's renewed!!!"
40,HBO,Real Time with Bill Maher,0350448,"Of course, some people are attracted to the unstable. I have to watch this show whenever I notice it is on, even when I find it to be an episode that I have already seen. You are never sure if you should laugh or wince as Bill takes aim at everything ridiculous about America. He even lets himself be ridiculed, which is the mark of a fair commentator. The guests on his shows frequently disagree with him and the show is more fun when they disagree. The first time I really took to Bill's style was watching a show where one of the guests(Andrew Sullivan, I think) slammed a comment of Bill's that they then discussed for a few minutes. The only thing I don't like about the show is that it is too short. Bill frequently has to cut discussions off to make way for other topics, which gives it the feel in pace of PTI. An important show with a perfect home in HBO, where you can actually say what you want to say."
41,HBO,Fraggle Rock,0085017,"Here we have a children's series that creates a world with a totally believable and frighteningly delicate ecology of creatures who really want nothing to do with each other (though they never really say so) but are completely dependent on one another.  A series for children that's unafraid to tackle issues such as death, war, religion, self-sacrifice, self-actualization, and interdependency, all without resorting to ""preachification"" (a term from the series).  The fact that ""Fraggle Rock"" achieved all this *and* kept the tone light and the attitude playful is nothing short of a true miracle.""Fraggle Rock"" has to be my all time favorite series as a kid, and looking back as an adult, I realize how ambitious it was. Leave it to Jim Henson to build an entire world that was so believable, you wanted to visit it. I am certain that this was a once in a lifetime thing.  There will *never* be another series with this much imagination or dedication to its young audience.  Too bad, as today we need this series' gentle messages more so than ever.Recently, a few episode of ""Fraggle Rock"" were released on video.  For many of us, these are the only ones we have access to, and I believe that a *real* ""Fraggle Rock"" fan should have been put in charge of which episodes were preserved.  Instead, while volume three (entitled ""the Fraggles Search and Find"") has the two greatest episodes of all time in my opinion, the remaining tapes' episodes appear to have been chosen at random.  Get tape three if you can!"
42,HBO,Bored to Death,1255913,"This show is probably the best thing on American TV right now, it doesn't try to be in your face unusual but it just is because of its slow burning pace, great offbeat sense of humor, while you won't catch yourself bursting with laughter at cheap humor that many shows rely on, BTD has some of the funniest and most SUBTLE written dialog that seems to be a privilege of British shows. Its a brilliantly written show with characters and story lines that are painfully endearing. And if you like me haven't been entirely convinced in the first episode, please don't give up on it, it's one of those shows that grow on you and you catch yourself watching BTD again and again. It did seem at first as something specifically catered for Brooklyn hipsters, but it gives a great background for the stories and if you live in Brooklyn you'll appreciate glimpses of your neighborhood (especially Williamsburg). All around a funny and pleasant way to spend half an hour!"
43,HBO,Animals,4953128,"Some of the reviews for this show, are...misguided? I mean, the first review said you should watch ""The Simpsons"" if you want a funny animated comedy. A bit outdated. ""Animals"" has its own charm and a lot of laugh-out-loud moments, at least for me. You'll be able to recognize a lot of the voices from the alt-comedy world. Off the top of my head there's Nathan Fielder, Nick Kroll, Jason Mantzoukas, etc. I've yet to watch the third episode, but the first two were unlike anything I had seen before. It's a blend of crude humor, surprising emotion, and outright funniness. Yes, the animation is not good. But, it is purposefully NOT GOOD. The whole point is these animals are caricatures of humanity, which is obvious if you pay even a little attention to the dialogue. These rats aren't suppose to seem like life-like rats, because they aren't, they're just an embodiment of human emotion and stupidity.All in all, this show is not for everyone. That's obvious. It might even take you a few viewings to really understand what the creators are hoping to achieve, but its a great show with vast potential and I hope HBO keeps it running. Also, ""The Simpsons"" is whatever, go with ""Rick and Morty"" if you want an awesome animated comedy that isn't this one."
44,HBO,The Kids in the Hall,0096626,"All of all the sketch comedy shows I have seen, The Kids In The Hall is the best damn comedy show ever. The Kids are outstanding and they are very funny and it was a shame that their show ended. I love them!! I was almost into tears when the show ended. I hope that someday they can do another reunion show. The coolest sketch comedy show i have seen in years."
45,HBO,In Treatment,0835434,"I think it should be understood, that therapy is not always the cliff-hanger that these episodes are. But, if you made a show that was truly realistic to what occurs in therapy, no one would watch it. So I feel the writers/producers of ""In Treatment"" made the smart move in focusing on the aspects of therapy (psychoanalysis, to be precise) that are most riveting; these tend to be issues of transference and counter-transference. The Friday supervisions/treatments that Paul receives provide vital clues to keep an eye out for in the subsequent sessions that he has in the following week. In the most recent episode (2-5-08), Paul is seen to be projecting onto Alex his own feelings towards his marriage by telling alex that he's probably known these marital concerns were at a ""boiling point"" for some time. This is a small example of the attention to detail that the writers/producers have paid to the realities of therapy; and if they did this without a psych consult, all the more credit to them.Lets not forget that this is a television show. It can't be a perfect portrayal of the reality of the therapeutic environment. Lets ALSO remember that therapists are not perfect people. They can be idiots who foolishly leave medicine in their office bathroom cabinets; they can project their own issues into a session; and they can clog their toilets up, resulting in an argument with a client over boundaries (Laura, week2). Paul is being portrayed as an adept psychoanalyst with issues of self-worth that were probably never thoroughly analyzed during his training. When the narcissistic thrill of being a gifted therapist wears off, everything starts to make its way to the surface.Kudos to HBO on a well-done series."
46,HBO,Tell Me You Love Me,0809497,"Some people will have heard about this show because of its controversy. I did myself. Admittedly, I was intrigued because of the promise of sexual content on TV - HBO, nonetheless. Having now seen the first episode of ""Tell Me You Love Me"", I know what the show is actually about.If you're expecting ""porn TV"", think again. Yes, the show does have several moments of sexual contact, both oral and intercourse, but when they occur it is anything but arousing - instead it's uncomfortably realistic - down to moments of climax, the show does not flinch from showing the explicit.But soon enough, if you actually watch the show, you'll realise that this isn't what the show is about. Many people will make the mistake of thinking this show is about sex, but it's about relationships, and how sex is used to shield us from the problems of our relationships.Three different couples are the focus each dealing with different problems; one tries desperately for a baby, one's physical relationship is intense but unreliable in terms of commitment, and one married couple struggles to deal with the lack of sex in their lives. Both the issues raised in the show and the dialogue are uncannily realistic, to the point that you can't help but compare the relationships in the show with your own, and this can sometimes make for uncomfortable viewing - I'd strongly advise against watching this with your partner."
47,HBO,Togetherness,3061830,"This show has exceeded my expectations on every level. It has some hilariously funny moments, but is much, much more than a comedy.Covering friendships, working relationships and romantic ones, as well as those magical relationships without a label, this show is not afraid to be dark, and delve into the (sometimes) depressing realities of marriage/any long-term relationship.I found it pulling at my heartstrings more and more each episode, as my understanding of the characters grew organically. None of the situations felt forced or particularly unrealistic, and always relatable.I can only surmise that any negative reviewers don't have much relationship experience, because to me, there is so much to recognise in these characters and their bonds. The writing is superb. The acting is even better, all the main characters blew me away. Mark Duplass, with an amazing portrayal of a man struggling with the fallacy of being normal, Melanie Lynskey, as the wife and mother who wants more, and especially manchild Steve Zissis, playing a complex funny man. Cannot recommend it enough! Would usually leave room in a review for the downsides, but I can't really think of any.. please watch it! (I really want more seasons!!)"
48,HBO,The Comeback,0434672,"I have just had the pleasure of seeing the entire season of The Comeback. I cannot believe the poor reception this series has had with the viewing public of America. The writing and performances from all concerned are outstanding. The situations are extreme, but then how many of us have the insight into the makings of a TV sitcom. Even so, it always seems believable. Kudos to Kudrow for creating one of the most likable, infuriating, delicious, yet tragic characters to grace TV for a long while. And special mention to Lance Barber for instilling Paulie G with so much venom and hatred to create one of the most loathsome. So many good moments crammed into each episode this series demands repeat viewing. I caught an ep. of Friends shortly afterwards, and could not watch Phoebe (or indeed any of the contrived, poorly scripted nonsense I had so previously enjoyed) without seeing Big Red behind the drippy one-liners. I will most definitely watch it again and again when it comes to the UK.(To Tom Selleck on the phone: ""Well, maybe I'll call you again if they decide to revive my big beaver..."")"
49,HBO,Summer Heights High,0934320,"Chris Lilley is a comedic genius. His first series, ""We Can Be Heroes"" was a excellent slice of humour and realistic satire. He has pulled it off again with Summer Heights High, a mockumentary following three different people who attend the high school Summer Heights High.We have Jonah, probably the most loved character, a 13 year old boy from Tonga who has some big issues. He has no respect for his teachers and he constantly swears and graffitis. His only joy seems to come from Gumnut College where is is developing his own personal story.Ja'mie is a transfer student from Hillford Girls Grammar School, an extremely upper class school which is totally different from SHH, which is your average public school. She befriends a group of girls and is constantly looking down on everyone and trying to organize events that will lift school spirit.Finally, there is Mr. G (my personal favourite), an eccentric and very feminine Drama teacher. His methods are odd, he is extremely full of himself and his new musical ""Annabel: The Musical"" is about ecstasy.We follow these characters and all their misfortunes and aspirations. The show is always funny but it is always realistic. It captures everything perfectly from the state of public schools (no offense), students with ADD, what people from private school are like and how teachers cope with hardships. Chris Lilley is an immensely talented man and I cannot wait to see what he does next.5/5"
50,HBO,The Adventures of Tintin,0179552,"This animated TV is the adaptation of the famous Hergé's comic books. Generally, it makes a good adaptation. Some episodes do better than others, but the adaptation is reasonable. Even so, the books are clearly better and more complete. In the animated TV series, they usually miss lots of parts that should be included.I own some of these comic books. I used to watch this TV series as much as I used to read the books I have back then, but I always liked the books better. Anyway, about the TV series, I used to watch it both spoken in french and dubbed in Italian (on Rai Uno, in the case of the Italian dubbed version). Of course that I prefer the french version for the simple fact of being the original version.The stories of Tintin are (the majority of them, apart one or another) quite entertaining, thrilling, great fun, simple and delightful. They are, without a doubt, good adventures with classic humor. It should satisfy most everyone: children, teenagers and adults.The characters are interesting: Tintin is a cool and intelligent chap; his dog Milou is really cute and fluffy; Captain Haddock is grumpy, sarcastic and humorous; Professor Tournesol is the eternal distracted who doesn't listen and understand a word of what the others are saying and, as such, always understands everything very badly. There are also the two police detective twins (Dupond and Dupont), who are absolutely stupid, silly and hilarious.The song that plays during the opening credits and the final credits is great."
51,HBO,Mr. Show with Bob and David,0112084,"If you want to see one of the most groundbreaking skit comedy shows ever, look no further than Mr. Show. Wow. Each episode is a work of art, every skit amazingly flows into the next. Filmed skits, flow into live skits, back and forth... absolutely amazing. Also, if you want to see some great character work, look no further. Bob Odenkirk and David Cross are some of todays best comedic character actors', and the supporting cast is unbelievable. Also the fact that it was on HBO, the show was able to get away with more. Its so great. They only made 30 episodes, and now they are on hiatus while filming the First ""Mr. Show"" movie. What a great show."
52,HBO,Todd McFarlane's Spawn,0118475,"I agree with what many reviewers said and I wont rehash the story line anymore - many folks have done so already.What I'd like to add is that HBO Cable Networks did a wonderful thing in showing this as a weekly series. I was glued to the television weekly at midnight - not just me but all of my friends as well. I don't care what I was doing, I HAD to watch this. We all loved this animated working of Spawn. The animation was crisp, the storytelling was adult and intelligent, the vocal casting was superb. This is what adult animation and comic book adaptation was about. The first season was better than the second one to me but both were groundbreaking.What I disliked more than anything -- was the feature film of ""Spawn"". It did not hold a candle to this series and just ruined what was already done. Sad thing, HBO hasn't re-shown repeats of this and they should. And HBO hasn't produced & adapted other comics, which it should be doing along these lines. There are many production lessons here as well as a great adaptation lesson. Todd MacFarlane's creation is the best here. I hope they show it again, release a DVD if so, do not miss this. Be forewarned - adult themes run through this version. The first season is NOT for the kiddies or a PG-13 oriented. It is dark, it is wonderful and it is the world of Spawn as it should be seen and interpreted."
53,HBO,Enlightened,1509004,"The show is about one very flawed woman's struggle to become a better and healthier person. She's clearly lost, but dedicated and passionate in a way which makes you admire her and be annoyed by her at the same time. The show does a neat trick of manipulating the viewer into alternatively mocking her because of her naivete and flakiness, and cheering for her out of empathy, both back and forth within single episodes. You come to expect her to crash and burn in a tragic and comedic fashion. Yet in the end, she claims small victories of enlightenment that put all of us in touch with our humanity and teach us a little bit about growth. The show is not preachy, yet makes its points poignantly and powerfully. I'm excited with anticipation as to where the show may go and hope it is renewed despite the poor ratings so far. Definitely my favorite new show of the season."
54,HBO,Hello Ladies,2378794,"I must admit to having high expectations of this, and I will confirm it did not let me down!This is Steve Merchant at his best. After reading mostly mixed reviews, I wanted to give my humble opinion as to why this show is so enjoyable.If you have been a fan of Merchant since his XFM days you will see his comedy stylings splashed across this series and he nails his awkward, gawky character to a tee.The penny-pinching persona, cringe-worthy attempts to hit on the ladies and all round geeky- vibe is exactly what this comedy genius is about. It's witty, awkward and filled with laughs whilst infused with an pseudo-emotional undertone about his overall bad luck with the female persuasion. The cinematography, intro clips and soundtracks have an 'entourage' style and are fantastic and really add to quality of this show. The friends of Merchant in the show compliment him - and the series greatly - and overall I'm really enjoying this series so farViewers who may not like this style of comedy or S.Merch as a comic writer will most likely disagree with my views and I can completely understand as it is not for everyones taste, but those who indulge in Merchants style will greatly appreciate this series."
55,HBO,Life's Too Short,1641247,"Gervais can be annoying. Despite this, I am a fan of almost everything he's done.The Office was outstanding and Extras wasn't bad either.I kept seeing a few negative reviews about this and for some reason it passed me by.Recently, I got the chance to see the series. I wasn't expecting much.Boy, was I wrong! There are so many laugh out loud moments in this series. Soooooo many. At the end of the day, that's what comedy is for...no? Warwick Davis is brilliant in this and shows what a fine actor he really is. He essentially plays a David Brent character in a mockumentary..but really, really well.Some have criticized the show for being offensive towards smaller people. They just don't get it.The fact that the main character is little becomes fairly irrelevant. He's just an odious toad! The dumb secretary and the manic depressive accountant are also hilarious characters.The cringe factor of Gervais' work is always high but this series has a cringe factor through the roof. It can be uncomfortable to watch at times, but you can't take your eyes off it.I loved it.A measly 7.7 on here is probably almost as funny as the show.Watch it and love it."
56,HBO,The Brink,3216586,"I am having the best time watching ""The Brink."" It's a funny, clever, fast moving half hour of t.v. If you're not paying attention, you'll miss so many great lines. Tim Robbins is hysterical as Secretary of State. Reminds me of Charlie Wilson; womanizer, drinker, but smart as heck. Jack Black is not my favorite comedian but he is winning me over in this series. John Larrouquette plays the fanatical religious ambassador to perfection. Pablo Schreiber is a lovable screw up. I don't think of Esai Morales as a comedic actor but he plays comedy really well. I could go on and on about each character so I'll conclude with this. Each and everyone of their performances knocks it out of the park. I applaud the writers of this great show. If this series is not picked up for a second season, I'll be terribly disappointed."
57,HBO,The Ricky Gervais Show,1553644,"This show is brilliant. It is funny. The fact that one of the reviewers on here downed this show and then, in all seriousness, recommended that you go watch ""two and a half men"" for good comedy should tell you all that you need to know about that reviewer's tastes. It's not about whether you find Ricky Gervais funny. It's all about Karl. I would say, if you have above average intelligence you will find this funny. If you have below average intelligence, then by all means go watch some of that comedy genius, Charlie Sheen. Watch this show. You will love it. And if you don't, well, there is something wrong with you."
58,HBO,Ja'mie: Private School Girl,3173854,"I have seen some ordinary reviews for Ja'mie ( added the apostrophe in year 8 ) - but guess they must be from people who take the whole set-up seriously and can't get their head round a middle aged comedian doing a wonderful job as an over-the-top snobby head girl ! Benny Hill did some similar skits years ago ; that likewise were very funny ; Ja'mie is a combination of slap-stick - Dame Edna, over-the-top great Aussie humour taking a wonderful swipe at many of the US college type shows were the spiteful blonde beauty loses her boyfriend to the plain new girl who turns out to be a glamour. This is a show that aging dad ( me ) and teen daughter both love and has us both cracking up in parts. e.g. The flat chested Ja'mie on being targeted by some more developed 'borders' at the school ; ""Why don't you go cook your dinner, I bet your having Lesbianese"""
59,HBO,Vice (HBO),2782710,"If you don't think that seeing video of the decapitated head of a teenage suicide bomber doesn't alter your view of reality you should really give this a look. Yes, the graphic imagery not allowed on traditional news networks is...shattering...(that's the only word i can think of). However, the real reason to watch this show is that it's the new front of investigative journalism. Real people going into real situations instead of repeating, and re-repeating AP news-wire bullet points. Or worse, spending hours reading tweets on a channel that's supposed to be 24/7 news. No i don't care about CatLov3r69's opinion on the scientific applications of stem cell research.In addition, if you have ever written for a newspaper, even a school newspaper or taken a journalism class or have common sense you know that the only good way to tell a story is to tell both sides. We don't see that in news much these days. Nobody is making an effort to track down lieutenants of Taliban for a non-pixlized interview. These people are. Granted i'm only one episode in but if the rest of them are as interesting/sad/involved as the first one, I'm really looking forward to it. It shows people as people; complicated and confused."
60,HBO,How to Make It in America,1299365,"Yes, Mark Wahlberg is executive producer on this show and yes, the show runs on HBO. Yes it's about 30-something guys that happen to like to party and try to make a living. Still this show is not like Entourage. It's as different as NYC and L.A. are. Entourage is about glamour, money and Hollywood. HMIA is about the big city life, it's about the Big Apple, about young people trying to achieve something. It's more ""down to earth"" than Entourage and not as spectacular at first. The pacing is much slower and you have less sex, models and rock'n roll. But you DO have a great cast, authentic people in the most realistic capture of young adults living in Manhattan. It's a love letter to the city and the people who live there. It's a great show with likable characters, great dialogue, great cinematography and good and witty humor. This is like Sex and the City for guys. But less superficial. I really dig this show. Let's hope HBO does too!"
61,HBO,Luck,1578887,"Although the first episode of this series was painful to get through, each episode thereafter gets better and better. After an inaudible beginning ""Luck"" just might careers and an industry.As a horse lover and long time fan of Nick Nolte, I wanted to like this show but the first episode was loaded with track jargon, slang, broken English, low quality sound, and heavy accents. There also wasn't much seen of Nolte in the first episode. Fortunately I had the first 3 episodes programmed on the DVR so I had a vested interest in at least watching these recorded episodes. By the third episode I enabled closed caption so that I could follow better. I wish I had not deleted the first episode because I would have re-watched it in closed caption. This first episode is chock-full of information and innuendos, probably why it was so difficult to get through.This is unfortunate because the series gets better with each episode and I'm sure the lack of clarity in the beginning has meant the series has lost viewers. Viewers should know, however, that Nolte and Dustin Hoffman are not in this series for nothing. Nolte, whose notorious good looks is now replaced with grey hair and lots of character is a nostalgic owner/trainer brokenhearted over the past with a keen sense of a good race horse. Hoffman starts out stiff and almost out of place, but then his character is out of place due to a series of previous events.Integrity and love is really what this series is about. The four gamblers, you find, after a few episodes, really love each other. The jockeys love to ride, Nolte loves horses, and Hoffman loves his right hand man. What seems evident is that some day soon, all of these characters will come together in an as yet unknown common experience.The sound quality of this series is perhaps the only flaw and it's a big flaw. This seems to be common in today's movies and series. You understood every word Bogart said in Casablanca. It is called ""projection."" Old school directors and actors knew about this. I don't know what happened or why contemporary films ignores the need for people to hear and understand what characters are saying. It's almost as if they think this some type of technique but it isn't and is surely the reason, perhaps the only reason that this show may not get the viewers it deserves. Despite this,I rate this series high which says just how good this series could be.If you love horses, racing, Nolte, Hoffman or Farina, I highly recommend this series, despite the audio issues which I hope, given a second season, they fix. If you love a good race, which there seems to be one in almost every episode, this series is also for you. ""Luck,"" given the chance, may revive the horse racing industry. It reminds you of just why this sport is the ""sport of kings."" Hope they will fix the audio, first time I can remember sound being such a ""handicap."""
62,HBO,Intelligence,0845746,"I recently stumbled on this show by accident while doing an IMDb search on an actor. Being your typical insular American I had never heard of 'Intelligence' or even the CBC, but I have to say that after watching the first two seasons I am very impressed. Sadly, rumors are that the show has been canceled so I suppose some things about Americans and Canadians are the same; 'The Wire' was never appreciated by viewers here either. The show is an extremely smart (or intelligent; get it? hah hah hah) approach to the world of espionage and organized crime. Shows that I've seen in the past dealing with these topics were most often disappointing in their shallowness and over-simplification of a complex and difficult world. As an example, one of my pet peeves is that often when you watch a show about the CIA you would think that there are exactly 10 people working for the agency. 5 covert operatives and 5 analysts/technical operators. Studio execs will tell you they compress the number of characters so that audiences don't get confused, but to me the whole thing usually just comes off fake. ""Meet Joe, he's our computer/linguistic/explosives expert who joined the Navy Seals after getting his Phd's from Harvard and is now a US senator."" Fake.Not so with 'Intelligence'. The show has a large and diverse cast, allowing the show to explore the facets of characters in a more organic way. Of course, a large cast also means some characters you would like to see more of just can't get the screen time you would like but that's the trade off and, in my opinion, it's well worth it.I've always been fascinated with the spy world, all those secrets within secrets makes for fascinating mental games, and the back story of Canada attempting to create their own international spy ring provides great opportunities for story lines. Add to that the very realistic portrayal of life in a drug kingpin syndicate and there is always plenty of interesting plots developing, often independently, in each episode.Ian Tracey plays Jimmy Reardon, a weed drug smuggler who has built quite the little empire in Canada. Jimmy has done quite well for his ""family"", but the difficulties of success are beginning to make his life difficult. His life plays out like that of any successful business exec; constant meetings all day, inept employees, and logistical nightmares of running an organization with hundreds of employees. Contrary to popular images of drug dealers Jimmy is quiet, reasoned, not prone to fits of anger, and prefers to make well informed decisions that avoid violence whenever possible. Eventually, circumstances conspire to bring Jimmy into contact with Mary Spalding, played by Klea Scott.Mary is, in basic personality, much like Jimmy. Quiet, tough, and highly capable, she is currently running the Canadian Organized Crime Unit, but is being tapped for a leadership position in the newly forming (or organizing, I'm not really sure which) Canadian intelligence service CSIS. Working in an old-boys network along side some of the worst vipers you've ever seen, Mary is a human intelligence specialist. She recruits confidential informants and, soon, spies. Events unfold that allow Mary to recruit Jimmy as what may possibly be the agencies most valuable asset. Occasionally their interests merge and Jimmy and Mary can help one another, though they maintain a careful cat and mouse routine between the two of them, not really trusting the other.The truly fascinating thing (for me) to watch is how the CSIS agency builds itself into a real force to be reckoned with, and the ethical dilemmas that begin to unfold as they succeed. At first many of Mary's recruits approach her, or are in situations where they can help one another, but as soon as her higher-ups realize she's making it happen specific requests start pouring in and the decisions get harder. The agency begins to resort to blackmail and extortion to accomplish it's tasks. It raises interesting points. The CIA has (often rightly) taken a lot of heat here in the states for its actions in the past, but those same critics want intelligence agencies to be affective in preventing the next domestic attack on our nation. There is a definite moral and ethical trade-off that takes place with effectiveness at some point, and the show does a great job of highlighting that.I won't bother going into the other characters on the show. As I said, there are a lot of them, but I'll say that most are well created and interesting. The show has enough action to keep the pace up in most episodes and the filming quality is decent though a bit of a step down if you are used to American production values. Definitely worth watching if you get the opportunity."
63,HBO,Getting On,2342652,"I've just listened to an NPR Fresh Air interview with Mark Olsen and Will Scheffer, who were constantly referred to throughout as the ""creators"" of Getting On. They happily accepted this accolade and proceeded, with truly nauseating sincerity, to explain how the stories in the series were based on their experiences caring for their respective elderly mothers, which, we're given to understand, is why it's all so real, so poignant, so personal. Curious then that 95% of the US adaptation of Getting On is identical - and I'm talking line for line, if not quite word for word - to the UK original, created by the wonderful Jo Brand. The 5% that's different is where the US version blunts the humour, misses the point, or merely adds lame phoney-sounding sitcom punchlines to otherwise achingly funny-sad scenes. Maybe Olsen and Scheffer had identical experiences to Brand, and maybe they just forgot to write it down first. Or maybe they actually believe they've added something of value to Brand's work. Or maybe they're just ****s."
64,HBO,Doll & Em,2561882,"The 10-ep second season just ended, so it's a good time to be catching up; both seasons are still available on demand. S1 is quite entertaining: Em (a successful actress not unlike Emily Mortimer herself) invites her best friend, Doll, to come and work for her in LA after a devastating breakup, then finds herself being upstaged by Doll, who people (including Susan Sarandon and John Cusack, playing themselves) really seem to take to and who can cry on cue (a job skill Em's never mastered). Friendship gradually gives way to frenmityS2 is truly brilliant: Doll and Em, reconciled after a falling out, collaborate on a play, which, from what little we get to see, seems heavily influenced by Pinter and Ionesco. Mortimer and Dolly Wells, who really have been friends since childhood, have an amazing rapport; the best scenes involve their wary relationship with the two actresses they've engaged to play themselves, Olivia Wilde and Evan Rachel Wood. Scatty Doll and conflicted Em are wonderful, complex characters, and the series reaches a level of subtlety and spontaneity that's rarely encountered in cable comedy; at its best, ""Doll & Em"" has the feel of really good live theater. Standout scenes, IMHO: a brief glimpse of what seems like an amazing production of ""The Tempest"" aboard a barge on a London canal (Doll plays Ariel), Em totally fails to have it all as she tries to carry on a bubbly phone interview while her young son's standing a few inches away yelling, ""I want pizza!"""
65,HBO,Jim Henson's the Storyteller,0092383,"This is the best television series for children (and adults) ever. John Hurt is a great actor, with many excellent performances over many years, but he was born to play the storyteller. The scripts for almost every episode are superb pieces of craftsmanship, and the productions run the gamut of the emotions, being alternately funny, sad, happy, exciting, and always hauntingly beautiful. It is hard to pick a best episode from so many excellent contenders, but ""The Soldier and Death"", with its timeless pathos, is unbeatable. It is a series to watch with your children, over and over again."
66,HBO,Happily Ever After: Fairy Tales For Every Child,0111996,I love this show. I grew up watching it and the inclusivity is wonderful. The twist on the fairytales makes it so relatable to many and I believe that to be very important. I currently watch this show with my son and he loves all of the songs in it
67,HBO,Angry Boys,1596589,"After initial disappointment I found this series to hit something above the normal. As the stories developed I realised I was not watching Lilley but watching entirely authentic characters. He is a great actor, writer and commenter on society. The characters are like from a modern Ibsen play; good characters but not necessarily of good character. As the narratives slowly piece together (and it is a very gradual process) something emerged for me that was close to the sublime; a humanity that is more important than the comedic values, a sincerity that is more valuable than the dramatic qualities and a genuine compassion for the characters. I am so happy I stayed with it and watched the series in it's entirety. The emotional gratification in the latter episodes had me overwhelmed at times."
68,HBO,The No. 1 Ladies' Detective Agency,1356380,"When I heard about this show being airing on HBO, I was thrilled. My father had read several of the books and loved them (I have just started the first book). Although, from the first moments of the show I was still a bit skeptical. But when Mma opens her detective agency, the writing becomes some of the best I've seen on TV in years. There is a perfect mix between seriousness and fabulous humor.Mma is a clever, witty woman, while her secretary and hairdresser add nothing more than many wonderful laughs. This show has fantastic characters played by wonderful actors.I can only hope that this show stays on for many years to come!"
69,HBO,Family Tree,2340036,"Stumbled onto HBO's half-hour comedy ""Family Tree"" and watched the first three (of 8 ordered so far) on demand last night. VERY funny, especially 1 & 2. 3 slipped just a bit. Am looking forward to 4 later tonight. I believe they are showing all shows to date tomorrow. Catch up. May not be your cup of tea, but o man, if it is you are in for a treat. In some ways this may be pure comedy but I suspect it is a takeoff on the couple of genealogy shows that were popular the last couple of years. The humor is the usual Brit TV humor but given an original boost by reminding us how convoluted our current life is by having us go along on the journey as ""facts"" about our ancestry are uncovered leading first one direction and then abruptly swinging away at 90 degrees or 180 degrees leaving us no more informed about the ""reality"" of our past but thoroughly amused by the commingling of what is, what might be and what might have been. Highly recommended for anyone but especially those engaged in ancestry study at any level."
70,HBO,John From Cincinnati,0814164,"I am fascinated by this show. I have tried a number of times explaining to people what it is about, and I find it difficult. If I had to sum it up in one word I would say ""redemption"". This whole family is so screwed up and John seems to be there to help them heal, but in the most bizarre way! This has now become THE show that my husband and I have to watch each week. My only complaint is about the language. I realize that it is part of the character development, but I think I would still watch without every other word being an F-bomb. I hope the show catches on and people watch, but I fear a lot of people won't get it or will think is it too much work because it does require some thought. That's what I like about it, though."
71,HBO,Lucky Louie,0460619,"In no way is it supposed to be groundbreaking like Six Feet Under, The Sorpranos, or any other HBO programming. Lucky Louie is a sitcom that is filmed, and can be shown, on HBO. They intentionally aren't trying to break the box here, folks; that's the point. I am looking forward to this show because I am sick and tired of the generic, pansy, overly formulaic, and frankly unfunny sitcom shows on network TV (and by this I don't mean My Name Is Earl, The Office, or Arrested Development, but of the Freddy, Dharma and Greg variety). This show will be a breath of fresh air and will give me a great night of comedy (Entourage, Lucky Louie and Tourgasm). I can't wait.Also, I'm sad to report that cast member Jim Norton might not make season 2 because of his battle with AIDS. I'm currently watching his puppy and refilling his broth bowl. Thoughts and prayers."
